2023-04-03 11:56:45.792,7.6462e1
2023-04-03 11:56:46.274,7.7364e1
2023-04-03 11:56:46.755,7.6438e1
2023-04-03 11:56:47.596,7.6607e1
2023-04-03 11:56:48.475,7.7127e1
2023-04-03 11:56:49.310,7.6419e1
2023-04-03 11:56:49.825,7.6835e1
2023-04-03 11:56:50.309,7.7212e1
2023-04-03 11:56:50.824,7.6256e1
2023-04-03 11:56:51.308,7.6905e1
2023-04-03 11:56:51.823,7.6726e1
2023-04-03 11:56:52.307,7.6432e1
2023-04-03 11:56:52.822,7.6634e1
2023-04-03 11:56:53.306,7.6341e1
2023-04-03 11:56:53.821,7.7246e1
2023-04-03 11:56:54.304,7.6277e1
2023-04-03 11:56:54.819,7.6971e1
2023-04-03 11:56:55.303,7.6212e1
2023-04-03 11:56:55.818,7.6425e1
2023-04-03 11:56:56.303,7.6168e1
2023-04-03 11:56:56.818,7.7335e1
2023-04-03 11:56:57.302,7.6467e1
2023-04-03 11:56:57.817,7.7339e1
2023-04-03 11:56:58.301,7.6356e1
2023-04-03 11:56:58.816,7.7262e1
2023-04-03 11:56:59.300,7.6339e1
2023-04-03 11:56:59.815,7.7081e1
2023-04-03 11:57:00.298,7.6260e1
2023-04-03 11:57:00.813,7.6524e1
2023-04-03 11:57:01.297,7.6231e1
2023-04-03 11:57:01.812,7.6521e1
2023-04-03 11:57:02.296,7.6419e1
2023-04-03 11:57:02.811,7.7408e1
2023-04-03 11:57:03.295,7.6439e1
2023-04-03 11:57:03.810,7.6696e1
2023-04-03 11:57:04.294,7.6478e1
2023-04-03 11:57:04.809,7.7494e1
2023-04-03 11:57:05.293,7.6312e1
2023-04-03 11:57:05.808,7.7487e1
2023-04-03 11:57:06.291,7.6117e1
2023-04-03 11:57:06.806,7.6608e1
2023-04-03 11:57:07.290,7.6401e1
2023-04-03 11:57:07.805,7.7240e1
2023-04-03 11:57:08.289,7.6372e1
2023-04-03 11:57:08.804,7.7369e1
2023-04-03 11:57:09.288,7.6407e1
2023-04-03 11:57:09.803,7.6668e1
2023-04-03 11:57:10.287,7.6357e1
2023-04-03 11:57:10.802,7.6793e1
2023-04-03 11:57:11.286,7.6807e1
2023-04-03 11:57:11.801,7.6447e1
2023-04-03 11:57:12.284,7.6635e1
2023-04-03 11:57:12.800,7.7099e1
2023-04-03 11:57:13.284,7.6425e1
2023-04-03 11:57:13.799,7.6417e1
2023-04-03 11:57:14.283,7.6425e1
2023-04-03 11:57:14.798,7.6561e1
2023-04-03 11:57:15.282,7.6470e1
2023-04-03 11:57:15.797,7.6565e1
2023-04-03 11:57:16.272,7.7157e1
2023-04-03 11:57:17.476,7.6347e1
2023-04-03 11:57:18.311,7.6302e1
2023-04-03 11:57:18.826,7.6957e1
2023-04-03 11:57:19.310,7.6342e1
2023-04-03 11:57:19.825,7.7174e1
2023-04-03 11:57:20.309,7.6476e1
2023-04-03 11:57:20.824,7.7322e1
2023-04-03 11:57:21.308,7.6479e1
2023-04-03 11:57:21.823,7.6457e1
2023-04-03 11:57:22.307,7.6678e1
2023-04-03 11:57:22.822,7.6393e1
